row_index,row_uid,curve_id,dataset_id,split,kind,topology,selection_role,optimizer_input,vbg_v,vtg_v,vds_v,primary_axis_v,target_current_a_per_cm,model_current_a_per_cm,w_um,l_um,temperature_k,route,source_current_a,current_a_per_cm,finite_current
168,train_t03_dual_idvd_vtg_1p0:002,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,1.0,0.005,0.005,1.8044488501709534e-05,1.3952280733419958e-05,60.0,10.0,300.0,ngspice,-8.3713684400519592e-08,1.3952280733419932e-05,True
169,train_t03_dual_idvd_vtg_1p0:003,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,repeated_low_vds_audit,False,0.0,1.0,0.01,0.01,3.593724333278684e-05,2.7794115026178793e-05,60.0,10.0,300.0,ngspice,-1.667646901570724e-07,2.7794115026178732e-05,True
170,train_t03_dual_idvd_vtg_1p0:004,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,1.0,0.05,0.05,0.00017304807063808574,0.00013451334876306043,60.0,10.0,300.0,ngspice,-8.0708009257836094e-07,0.00013451334876306016,True
171,train_t03_dual_idvd_vtg_1p0:005,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,1.0,0.1,0.1,0.00032739095328495867,0.000257671985102474,60.0,10.0,300.0,ngspice,-1.5460319106148409e-06,0.00025767198510247351,True
172,train_t03_dual_idvd_vtg_1p0:006,train_t03_dual_idvd_vtg_1p0,T03_P3_V2_OUTPUT,train,output,symmetric_dual_gate,scored,True,0.0,1.0,0.2,0.2,0.0005748690048001235,0.00046825230492225715,60.0,10.0,300.0,ngspice,-2.809513829533538e-06,0.00046825230492225634,True
173,holdout_t01_single_idvd_vgs_0p3:000,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,zero_vds_invariant,False,0.3,0.0,0.0,0.0,2.2441845460684357e-20,0.0,60.0,10.0,300.0,ngspice,0,0,True
174,holdout_t01_single_idvd_vgs_0p3:001,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,repeated_low_vds_audit,False,0.3,0.0,0.01,0.01,1.3645454981973548e-05,1.6974831042879512e-05,60.0,10.0,300.0,ngspice,-7.0506759133931959e-08,1.1751126522321992e-05,True
175,holdout_t01_single_idvd_vgs_0p3:002,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,scored,False,0.3,0.0,0.05,0.05,6.384711963409881e-05,7.942819427275808e-05,60.0,10.0,300.0,ngspice,-3.127803142461509e-07,5.2130052374358482e-05,True
176,holdout_t01_single_idvd_vgs_0p3:003,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,scored,False,0.3,0.0,0.1,0.1,0.00011664307015487906,0.00014449563336679306,60.0,10.0,300.0,ngspice,-5.1766383782237279e-07,8.6277306303728801e-05,True
177,holdout_t01_single_idvd_vgs_0p3:004,holdout_t01_single_idvd_vgs_0p3,T01_D_B_IDVD,holdout,output,single_bottom_gate,scored,False,0.3,0.0,0.2,0.2,0.00018944387581659394,0.00022403027310042905,60.0,10.0,300.0,ngspice,-6.3805236506335423e-07,0.00010634206084389236,True
178,holdout_t02_dual_secondary_0p0:000,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.5,0.01,-0.5,2.100900501789906e-10,1.3721670256760923e-10,60.0,10.0,300.0,ngspice,-8.2330021540560282e-13,1.3721670256760047e-10,True
179,holdout_t02_dual_secondary_0p0:001,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.45,0.01,-0.45,4.949974025786057e-10,4.050521079852113e-10,60.0,10.0,300.0,ngspice,-2.4303126479112638e-12,4.0505210798521065e-10,True
180,holdout_t02_dual_secondary_0p0:002,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.4,0.01,-0.4,1.1753465341285547e-09,1.1925049618873475e-09,60.0,10.0,300.0,ngspice,-7.1550297713239233e-12,1.1925049618873204e-09,True
181,holdout_t02_dual_secondary_0p0:003,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.35,0.01,-0.35,2.814295281036621e-09,3.4935733185365387e-09,60.0,10.0,300.0,ngspice,-2.0961439911219069e-11,3.4935733185365114e-09,True
182,holdout_t02_dual_secondary_0p0:004,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.3,0.01,-0.3,6.798036727842041e-09,1.0142492970454956e-08,60.0,10.0,300.0,ngspice,-6.0854957822729037e-11,1.014249297045484e-08,True
183,holdout_t02_dual_secondary_0p0:005,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.25,0.01,-0.25,1.656120898502756e-08,2.8965668020555908e-08,60.0,10.0,300.0,ngspice,-1.7379400812333399e-10,2.8965668020555663e-08,True
184,holdout_t02_dual_secondary_0p0:006,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.2,0.01,-0.2,4.061372833270707e-08,8.0352608346769e-08,60.0,10.0,300.0,ngspice,-4.8211565008061262e-10,8.0352608346768763e-08,True
185,holdout_t02_dual_secondary_0p0:007,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.15,0.01,-0.15,9.9683793862971e-08,2.1219495476328846e-07,60.0,10.0,300.0,ngspice,-1.273169728579726e-09,2.1219495476328767e-07,True
186,holdout_t02_dual_secondary_0p0:008,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.1,0.01,-0.1,2.4142008492075143e-07,5.184804084579722e-07,60.0,10.0,300.0,ngspice,-3.1108824507478261e-09,5.1848040845797099e-07,True
187,holdout_t02_dual_secondary_0p0:009,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.05,0.01,-0.05,5.603609473994763e-07,1.134724741372152e-06,60.0,10.0,300.0,ngspice,-6.8083484482328931e-09,1.1347247413721488e-06,True
188,holdout_t02_dual_secondary_0p0:010,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.0,0.01,0.0,1.1930966936239798e-06,2.168992862723347e-06,60.0,10.0,300.0,ngspice,-1.301395717634004e-08,2.1689928627233399e-06,True
189,holdout_t02_dual_secondary_0p0:011,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.05,0.01,0.05,2.2435594877850616e-06,3.6006507865342937e-06,60.0,10.0,300.0,ngspice,-2.1603904719205721e-08,3.6006507865342869e-06,True
190,holdout_t02_dual_secondary_0p0:012,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.1,0.01,0.1,3.7004285740787434e-06,5.274630997423847e-06,60.0,10.0,300.0,ngspice,-3.1647785984543023e-08,5.2746309974238375e-06,True
191,holdout_t02_dual_secondary_0p0:013,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.15,0.01,0.15,5.462041732526014e-06,7.010101155087633e-06,60.0,10.0,300.0,ngspice,-4.2060606930525708e-08,7.010101155087618e-06,True
192,holdout_t02_dual_secondary_0p0:014,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.2,0.01,0.2,7.4129566389148655e-06,8.690368442321245e-06,60.0,10.0,300.0,ngspice,-5.2142210653927367e-08,8.6903684423212283e-06,True
193,holdout_t02_dual_secondary_0p0:015,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.25,0.01,0.25,9.462693911699367e-06,1.027125753382789e-05,60.0,10.0,300.0,ngspice,-6.1627545202967218e-08,1.027125753382787e-05,True
194,holdout_t02_dual_secondary_0p0:016,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.3,0.01,0.3,1.1549445541373129e-05,1.1751126522321948e-05,60.0,10.0,300.0,ngspice,-7.0506759133931959e-08,1.1751126522321992e-05,True
195,holdout_t02_dual_secondary_0p0:017,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.35,0.01,0.35,1.3633155085927829e-05,1.3144364293803441e-05,60.0,10.0,300.0,ngspice,-7.8866185762820491e-08,1.3144364293803414e-05,True
196,holdout_t02_dual_secondary_0p0:018,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.4,0.01,0.4,1.5688469780507118e-05,1.4467775633109705e-05,60.0,10.0,300.0,ngspice,-8.6806653798658065e-08,1.4467775633109678e-05,True
197,holdout_t02_dual_secondary_0p0:019,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.45,0.01,0.45,1.7699657872945472e-05,1.5735684095559203e-05,60.0,10.0,300.0,ngspice,-9.4414104573355021e-08,1.5735684095559169e-05,True
198,holdout_t02_dual_secondary_0p0:020,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.5,0.01,0.5,1.9657256978320098e-05,1.6959020240565102e-05,60.0,10.0,300.0,ngspice,-1.017541214433904e-07,1.6959020240565064e-05,True
199,holdout_t02_dual_secondary_0p0:021,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.55,0.01,0.55,2.155591042715182e-05,1.8145782437269865e-05,60.0,10.0,300.0,ngspice,-1.08874694623619e-07,1.8145782437269831e-05,True
200,holdout_t02_dual_secondary_0p0:022,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.6,0.01,0.6,2.3392967118617238e-05,1.930177435857777e-05,60.0,10.0,300.0,ngspice,-1.158106461514667e-07,1.9301774358577782e-05,True
201,holdout_t02_dual_secondary_0p0:023,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.65,0.01,0.65,2.5167565654034624e-05,2.043125334733707e-05,60.0,10.0,300.0,ngspice,-1.2258752008402219e-07,2.0431253347337031e-05,True
202,holdout_t02_dual_secondary_0p0:024,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.7,0.01,0.7,2.6880027442442047e-05,2.1537412695858997e-05,60.0,10.0,300.0,ngspice,-1.2922447617515371e-07,2.153741269585895e-05,True
203,holdout_t02_dual_secondary_0p0:025,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.75,0.01,0.75,2.8531449490519663e-05,2.262271544284381e-05,60.0,10.0,300.0,ngspice,-1.3573629265706259e-07,2.2622715442843764e-05,True
204,holdout_t02_dual_secondary_0p0:026,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.8,0.01,0.8,3.012342820263873e-05,2.3689117800742468e-05,60.0,10.0,300.0,ngspice,-1.4213470680445449e-07,2.3689117800742417e-05,True
205,holdout_t02_dual_secondary_0p0:027,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.85,0.01,0.85,3.165787043737322e-05,2.4738216837247643e-05,60.0,10.0,300.0,ngspice,-1.484293010234856e-07,2.4738216837247599e-05,True
206,holdout_t02_dual_secondary_0p0:028,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.9,0.01,0.9,3.313686350180507e-05,2.5771348199953708e-05,60.0,10.0,300.0,ngspice,-1.546280891997219e-07,2.577134819995365e-05,True
207,holdout_t02_dual_secondary_0p0:029,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.95,0.01,0.95,3.456258546147611e-05,2.678965151898467e-05,60.0,10.0,300.0,ngspice,-1.607379091139077e-07,2.6789651518984617e-05,True
208,holdout_t02_dual_secondary_0p0:030,holdout_t02_dual_secondary_0p0,T02_C_DG_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,1.0,0.01,1.0,3.593724333278673e-05,2.7794115026178793e-05,60.0,10.0,300.0,ngspice,-1.667646901570724e-07,2.7794115026178732e-05,True
209,holdout_t03_dual_length_12:000,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.5,0.01,-0.5,1.7366148211813934e-10,1.5335836716175886e-10,60.0,12.0,300.0,ngspice,-9.2015020297065598e-13,1.53358367161776e-10,True
210,holdout_t03_dual_length_12:001,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.45,0.01,-0.45,4.092304828468362e-10,4.524446104765001e-10,60.0,12.0,300.0,ngspice,-2.7146676628589092e-12,4.5244461047648483e-10,True
211,holdout_t03_dual_length_12:002,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.4,0.01,-0.4,9.718744263682928e-10,1.3306319177745126e-09,60.0,12.0,300.0,ngspice,-7.983791506646901e-12,1.3306319177744834e-09,True
212,holdout_t03_dual_length_12:003,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.35,0.01,-0.35,2.327609434967008e-09,3.8906691797580445e-09,60.0,12.0,300.0,ngspice,-2.334401507854755e-11,3.8906691797579246e-09,True
213,holdout_t03_dual_length_12:004,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.3,0.01,-0.3,5.623996796098861e-09,1.1255348601298567e-08,60.0,12.0,300.0,ngspice,-6.7532091607791166e-11,1.1255348601298527e-08,True
214,holdout_t03_dual_length_12:005,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.25,0.01,-0.25,1.3706056029756359e-08,3.1940309567587695e-08,60.0,12.0,300.0,ngspice,-1.9164185740552631e-10,3.1940309567587715e-08,True
215,holdout_t03_dual_length_12:006,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.2,0.01,-0.2,3.3628843007135216e-08,8.76359189587937e-08,60.0,12.0,300.0,ngspice,-5.2581551375275963e-10,8.7635918958793265e-08,True
216,holdout_t03_dual_length_12:007,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.15,0.01,-0.15,8.259986969227971e-08,2.2731421191888148e-07,60.0,12.0,300.0,ngspice,-1.363885271513281e-09,2.2731421191888015e-07,True
217,holdout_t03_dual_length_12:008,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.1,0.01,-0.1,2.0026369685208834e-07,5.407917796110472e-07,60.0,12.0,300.0,ngspice,-3.24475067766628e-09,5.4079177961104661e-07,True
218,holdout_t03_dual_length_12:009,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,-0.05,0.01,-0.05,4.6560050677389083e-07,1.1430319431773505e-06,60.0,12.0,300.0,ngspice,-6.8581916590640954e-09,1.1430319431773493e-06,True
219,holdout_t03_dual_length_12:010,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.0,0.01,0.0,9.93699222687549e-07,2.1020394264573686e-06,60.0,12.0,300.0,ngspice,-1.261223655874417e-08,2.1020394264573618e-06,True
220,holdout_t03_dual_length_12:011,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.05,0.01,0.05,1.8744278735512749e-06,3.365445340306581e-06,60.0,12.0,300.0,ngspice,-2.0192672041839479e-08,3.3654453403065799e-06,True
221,holdout_t03_dual_length_12:012,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.1,0.01,0.1,3.1029068949510158e-06,4.787725995253797e-06,60.0,12.0,300.0,ngspice,-2.8726355971522719e-08,4.7877259952537866e-06,True
222,holdout_t03_dual_length_12:013,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.15,0.01,0.15,4.598149366278468e-06,6.228233397779162e-06,60.0,12.0,300.0,ngspice,-3.7369400386674958e-08,6.2282333977791592e-06,True
223,holdout_t03_dual_length_12:014,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.2,0.01,0.2,6.265774215159038e-06,7.607663137535304e-06,60.0,12.0,300.0,ngspice,-4.5645978825211728e-08,7.607663137535288e-06,True
224,holdout_t03_dual_length_12:015,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.25,0.01,0.25,8.030591866153184e-06,8.901525419749423e-06,60.0,12.0,300.0,ngspice,-5.3409152518496423e-08,8.9015254197494042e-06,True
225,holdout_t03_dual_length_12:016,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.3,0.01,0.3,9.840342436504922e-06,1.0113788214077056e-05,60.0,12.0,300.0,ngspice,-6.0682729284462209e-08,1.0113788214077035e-05,True
226,holdout_t03_dual_length_12:017,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.35,0.01,0.35,1.1660418323976326e-05,1.1257718114582966e-05,60.0,12.0,300.0,ngspice,-6.754630868749766e-08,1.1257718114582943e-05,True
227,holdout_t03_dual_length_12:018,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.4,0.01,0.4,1.346828239310047e-05,1.234696611361206e-05,60.0,12.0,300.0,ngspice,-7.4081796681672213e-08,1.2346966113612035e-05,True
228,holdout_t03_dual_length_12:019,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.45,0.01,0.45,1.5249391780405245e-05,1.3392703385428724e-05,60.0,12.0,300.0,ngspice,-8.0356220312572177e-08,1.3392703385428697e-05,True
229,holdout_t03_dual_length_12:020,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.5,0.01,0.5,1.699448748516324e-05,1.4403319349166676e-05,60.0,12.0,300.0,ngspice,-8.6419916094999882e-08,1.4403319349166647e-05,True
230,holdout_t03_dual_length_12:021,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.55,0.01,0.55,1.8697831017357586e-05,1.538492342563306e-05,60.0,12.0,300.0,ngspice,-9.2309540553798171e-08,1.5384923425633028e-05,True
231,holdout_t03_dual_length_12:022,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.6,0.01,0.6,2.0356053537412543e-05,1.6341955051180713e-05,60.0,12.0,300.0,ngspice,-9.8051730307084883e-08,1.6341955051180815e-05,True
232,holdout_t03_dual_length_12:023,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.65,0.01,0.65,2.1967395560481852e-05,1.727768771303372e-05,60.0,12.0,300.0,ngspice,-1.036661262782021e-07,1.7277687713033684e-05,True
233,holdout_t03_dual_length_12:024,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.7,0.01,0.7,2.3531197208522345e-05,1.8194594522077306e-05,60.0,12.0,300.0,ngspice,-1.091675671324636e-07,1.8194594522077265e-05,True
234,holdout_t03_dual_length_12:025,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.75,0.01,0.75,2.5047551390058415e-05,1.9094598261140284e-05,60.0,12.0,300.0,ngspice,-1.145675895668415e-07,1.909459826114025e-05,True
235,holdout_t03_dual_length_12:026,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.8,0.01,0.8,2.6517064646284006e-05,1.9979237909306072e-05,60.0,12.0,300.0,ngspice,-1.198754274558362e-07,1.9979237909306032e-05,True
236,holdout_t03_dual_length_12:027,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.85,0.01,0.85,2.7940690314135278e-05,2.084977861645127e-05,60.0,12.0,300.0,ngspice,-1.2509867169870789e-07,2.0849778616451315e-05,True
237,holdout_t03_dual_length_12:028,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.9,0.01,0.9,2.9319611021444113e-05,2.170728463405191e-05,60.0,12.0,300.0,ngspice,-1.3024370780431121e-07,2.1707284634051867e-05,True
238,holdout_t03_dual_length_12:029,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,0.95,0.01,0.95,3.0655155317665566e-05,2.2552668345069277e-05,60.0,12.0,300.0,ngspice,-1.3531601007041541e-07,2.2552668345069236e-05,True
239,holdout_t03_dual_length_12:030,holdout_t03_dual_length_12,T03_P4_LENGTH_TRANSFER,holdout,transfer,symmetric_dual_gate,scored,False,0.0,1.0,0.01,1.0,3.194873822982398e-05,2.3386723924176812e-05,60.0,12.0,300.0,ngspice,-1.4032034354506059e-07,2.3386723924176765e-05,True
240,holdout_t03_dual_idvd_vtg_0p5:000,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,zero_vds_invariant,False,0.0,0.5,0.0,0.0,5.155559092319382e-21,0.0,60.0,10.0,300.0,ngspice,0,0,True
241,holdout_t03_dual_idvd_vtg_0p5:001,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,scored,False,0.0,0.5,0.001,0.001,1.99945182847e-06,1.7198453108538461e-06,60.0,10.0,300.0,ngspice,-1.031907186512306e-08,1.7198453108538434e-06,True
242,holdout_t03_dual_idvd_vtg_0p5:002,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,scored,False,0.0,0.5,0.005,0.005,9.922457253554767e-06,8.54613714457153e-06,60.0,10.0,300.0,ngspice,-5.1276822867429083e-08,8.5461371445715129e-06,True
243,holdout_t03_dual_idvd_vtg_0p5:003,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,repeated_low_vds_audit,False,0.0,0.5,0.01,0.01,1.9657256978320115e-05,1.6959020240565102e-05,60.0,10.0,300.0,ngspice,-1.017541214433904e-07,1.6959020240565064e-05,True
244,holdout_t03_dual_idvd_vtg_0p5:004,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,scored,False,0.0,0.5,0.05,0.05,9.067971695069719e-05,7.934672050470742e-05,60.0,10.0,300.0,ngspice,-4.7608032302824349e-07,7.9346720504707243e-05,True
245,holdout_t03_dual_idvd_vtg_0p5:005,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,scored,False,0.0,0.5,0.1,0.1,0.00016211488987265382,0.00014432448744104516,60.0,10.0,300.0,ngspice,-8.6594692464626921e-07,0.00014432448744104487,True
246,holdout_t03_dual_idvd_vtg_0p5:006,holdout_t03_dual_idvd_vtg_0p5,T03_P3_V2_OUTPUT,holdout,output,symmetric_dual_gate,scored,False,0.0,0.5,0.2,0.2,0.00024920906228584637,0.0002236437898220726,60.0,10.0,300.0,ngspice,-1.3418627389324331e-06,0.00022364378982207218,True
